Brand,Product_Name,Electrical_Category,Specification,Application,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band,Estimated_Quantity,Estimated_Total_Cost,Finishing_Category
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3039,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18234.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2658,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15948.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2823,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16938.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2978,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17868.0,Electrical
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,85,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,340.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2970,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17820.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1961,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9805.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1777,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8885.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1777,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8885.0,Electrical
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,82,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,328.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2749,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16494.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1813,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9065.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1853,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9265.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1810,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9050.0,Electrical
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,145,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,580.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2871,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17226.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2722,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16332.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2935,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17610.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2143,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10715.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3029,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18174.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1704,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8520.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2193,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10965.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2096,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10480.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2647,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15882.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1949,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9745.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1722,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8610.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2918,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17508.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2898,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17388.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1914,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9570.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2059,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10295.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2179,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10895.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1606,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8030.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3004,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18024.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3022,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18132.0,Electrical
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,132,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,528.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1955,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9775.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2151,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10755.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2937,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17622.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2812,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16872.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2106,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10530.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1825,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9125.0,Electrical
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,144,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,576.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1732,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8660.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1866,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9330.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2756,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16536.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2186,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10930.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1687,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8435.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2689,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16134.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2947,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17682.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2819,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16914.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2031,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10155.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2926,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17556.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2600,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15600.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1809,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9045.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1797,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8985.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2996,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17976.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2677,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16062.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2980,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17880.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1869,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9345.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2111,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10555.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2859,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17154.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1975,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,9875.0,Electrical
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,163,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,652.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2068,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10340.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2605,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15630.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2096,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10480.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2936,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17616.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2782,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16692.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1615,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8075.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2827,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16962.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2970,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17820.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2602,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15612.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3084,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18504.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2755,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16530.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2196,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10980.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2839,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17034.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1806,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9030.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2754,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16524.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1626,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8130.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2181,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10905.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2776,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16656.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1676,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8380.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1752,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8760.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2619,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15714.0,Electrical
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,66,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,264.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3093,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18558.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2719,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16314.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1805,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9025.0,Electrical
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,66,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,264.0,Electrical
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,134,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,536.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1953,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9765.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1966,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9830.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2069,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10345.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2825,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16950.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2928,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17568.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2884,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17304.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2770,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16620.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3080,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18480.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1944,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9720.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2822,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16932.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3050,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18300.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2913,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17478.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1886,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9430.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2723,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16338.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2037,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10185.0,Electrical
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,129,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,516.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1974,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,9870.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1924,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9620.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1821,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9105.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2107,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10535.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2623,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15738.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2047,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10235.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1969,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,9845.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1736,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8680.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1785,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8925.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2196,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10980.0,Electrical
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,96,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,384.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2127,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10635.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1893,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9465.0,Electrical
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,108,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,432.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2941,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17646.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1659,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8295.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2928,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17568.0,Electrical
